"","congressperson_name","state","party","total_net_value","subquota_description","supplier","year"
"6251","JOSÉ CARLOS ARAÚJO","BA","PR",56.2,"Locomotion, meal and lodging","RESTAURANTE AUGUSTU'S IPIRÁ BAHIA",2009
"6252","JOSÉ CARLOS MACHADO","SE","DEM",3500,"Locomotion, meal and lodging","LOCAVE LOCADORA DE VEÍCULOS",2009
"6253","JOSÉ CARLOS VIEIRA","SC","PSD",240,"Locomotion, meal and lodging","HOTEL BRÜGGEMANN",2009
"6254","JOSÉ CHAVES","PE","PTB",66.83,"Locomotion, meal and lodging","CHURRASCARIA DALLAS LTDA",2009
"6255","JOSÉ EDMAR","DF","PR",130,"Locomotion, meal and lodging","WEIAND TURIS HOTEL LTDA",2009
"6256","JOSE EDUARDO CARDOZO","SP","PT",3.5,"Locomotion, meal and lodging","LE MANS ESTACIONAMENTO LTDA.",2009
"6257","JOSÉ FERNANDO APARECIDO DE OLI","MG","PV",45,"Locomotion, meal and lodging","CHURRASCARIA CAIPIRÃO LTDA",2009
"6258","JOSÉ GENOÍNO","SP","PT",37,"Locomotion, meal and lodging","CHAME TÁXI COMUM RÁDIO",2009
"6259","JOSÉ GUIMARÃES","CE","PT",227.62,"Locomotion, meal and lodging","OCEANAIR",2009
"6260","JOSÉ LINHARES","CE","PP",268.5,"Locomotion, meal and lodging","BLUE TREE PAULISTA",2009
"6261","JOSÉ MENDONÇA BEZERRA","PE","DEM",2000,"Locomotion, meal and lodging","LOCASERV  LOCAÇÕES  E  SERVIÇOS LTDA",2009
"6262","JOSÉ MENTOR","SP","PT",75,"Locomotion, meal and lodging","TADDEO & TADDEO LTDA EPP",2009
"6263","JOSÉ OTÁVIO GERMANO","RS","PP",2390,"Locomotion, meal and lodging","MASPER AUTOLOCADORA E TRANSPORTES LTDA",2009
"6264","JOSÉ PAULO TÓFFANO","SP","PV",154,"Locomotion, meal and lodging","HOTEL AEROPORTO LTDA",2009
"6265","JOSÉ ROCHA","BA","PR",99.67,"Locomotion, meal and lodging","VIAÇÃO NOVO HORIZONTE LTDA",2009
"6266","JOSÉ SANTANA VASCONCELLOS","MG","PR",7167.58,"Locomotion, meal and lodging","GLOBAL EXPRESS SERVIÇOS   EM AVIAÇÃO LTDA",2009
"6267","JOSEPH BANDEIRA","BA","PSB",58.02,"Locomotion, meal and lodging","TAXI COMTAS",2009
"6268","JOVAIR ARANTES","GO","PTB",335,"Locomotion, meal and lodging","RESTAURANTE PIQUIRAS LTDA",2009
"6269","JULIÃO AMIN","MA","PDT",3000,"Locomotion, meal and lodging","A NOSSA LOCADORA DE VEICULOS LTDA",2009
"6270","JÚLIO CESAR","PI","PSD",2700,"Locomotion, meal and lodging","TOP LINE TÁXI AÉREO",2009
"6271","JÚLIO DELGADO","MG","PSB",7.2,"Locomotion, meal and lodging","CONCER",2009
"6272","JULIO SEMEGHINI","SP","PSDB",60,"Locomotion, meal and lodging","HAMU HAMU LTDA",2009
"6273","JURANDIL JUAREZ","AP","PMDB",800,"Locomotion, meal and lodging","ANTONIO RUBENS CARVALHO VIDAL",2009
"6274","JURANDY LOUREIRO","ES","PSC",6.1,"Locomotion, meal and lodging","CONCESSIONARIA RODOVIA DO SOL S/A",2009
"6275","JUTAHY JUNIOR","BA","PSDB",24.5,"Locomotion, meal and lodging","AUGUSTO C S OLIVEIRA",2009
"6276","LAEL VARELLA","MG","DEM",1.1,"Locomotion, meal and lodging","AUTO PISTA FERNÃO DIAS",2009
"6277","LAERTE BESSA","DF","PR",534.27,"Locomotion, meal and lodging","VILAGGE VEICULOS LTDA",2009
"6278","LAUREZ MOREIRA","TO","PSB",199.5,"Locomotion, meal and lodging","HOTEL DELLA VOLPE LTDA",2009
"6279","LÁZARO BOTELHO","TO","PP",6500,"Locomotion, meal and lodging","SGS LOCAÇÃO DE VEÍCULOS LTDA",2009
"6280","LEANDRO SAMPAIO","RJ","PPS",36.1,"Locomotion, meal and lodging","M.N.. JOBIM CONFEITARIA - M.E.",2009
"6281","LEANDRO VILELA","GO","PMDB",3033.2,"Locomotion, meal and lodging","AEROTEC TÁXI AÉREO LTDA",2009
"6282","LELO COIMBRA","ES","PMDB",73.1,"Locomotion, meal and lodging","LPC COMERCIO DE ALIMENTOS LTDA ME MEE",2009
"6283","LÉO ALCÂNTARA","CE","PR",54.01,"Locomotion, meal and lodging","WB LOCAÇÃO DE VEICULOS LTDA",2009
"6284","LÉO VIVAS","RJ","PRB",50,"Locomotion, meal and lodging","TRANSTAXI - COOP. TAXI ESP. E COM. AER. CASTRO PIN",2009
"6285","LEONARDO MONTEIRO","MG","PT",720,"Locomotion, meal and lodging","YES ALUGUEL DE CARROS RETA AUTOMÓVEIS LTDA",2009
"6286","LEONARDO QUINTÃO","MG","PMDB",18,"Locomotion, meal and lodging","SERV. NAC. DE APRENDIZAGEM COMERCIAL SENAC",2009
"6287","LEONARDO VILELA","GO","PSDB",1040,"Locomotion, meal and lodging","COMFORT HOTEL.",2009
"6288","LÍDICE DA MATA","BA","PSB",33.9,"Locomotion, meal and lodging","BFC COMERCIO DE ALIMENTOS LTDA",2009
"6289","LINCOLN PORTELA","MG","PR",70,"Locomotion, meal and lodging","FAMA BICAS HOTEL",2009
"6290","LINDOMAR GARÇON","RO","PRB",4400,"Locomotion, meal and lodging","ROVEMA LOCADORA DE VEICULOS LTDA",2009
"6291","LIRA MAIA","PA","DEM",81.2,"Locomotion, meal and lodging","JERIVÁ  COMÉRCIO DE ALIMENTOS LTDA",2009
"6292","LOBBE NETO","SP","PSDB",14.5,"Locomotion, meal and lodging","GR S.A",2009
"6293","LUCENIRA PIMENTEL","AP","PR",7000,"Locomotion, meal and lodging","LOCA SUL - F.C.S.P. GÓES - ME",2009
"6294","LUCIANA COSTA","SP","PR",40.4,"Locomotion, meal and lodging","CAFÉ NORDESTINO LTDA - ME",2009
"6295","LUCIANA GENRO","RS","PSOL",80.01,"Locomotion, meal and lodging","BORONI & LORENZONI COM. DE COMB. LTDA.",2009
"6296","LUCIANO PIZZATTO","PR","DEM",5.5,"Locomotion, meal and lodging","RODONORTE",2009
"6297","LÚCIO VALE","PA","PR",5200,"Locomotion, meal and lodging","WULFERT DE OLIVEIRA E CIA. LTDA",2009
"6298","LUIS CARLOS HEINZE","RS","PP",6,"Locomotion, meal and lodging","SANTA CRUZ RODOVIAS S/A",2009
"6299","LUIZ ALBERTO","BA","PT",14.9,"Locomotion, meal and lodging","PADERIX ALIMENTOS LTDA",2009
"6300","LUIZ BASSUMA","BA","PV",57,"Locomotion, meal and lodging","RESTAURANTE MACAXEIRA",2009
"6301","LUIZ CARLOS BUSATO","RS","PTB",6,"Locomotion, meal and lodging","SANTA CRUZ RODOVIAS S/A.",2009
"6302","LUIZ CARLOS HAULY","PR","PSDB",200,"Locomotion, meal and lodging","SINDICATO DOS TAXISTAS DO DISTRITO FEDERAL",2009
"6303","LUIZ CARLOS SETIM","PR","DEM",3968,"Locomotion, meal and lodging","BRASAL LOCADORA DE VEÍCULOS LTDA.",2009
"6304","LUIZ CARREIRA","BA","DEM",4,"Locomotion, meal and lodging","BIGBURGUER SALVADOR - ESTACIONAMENTO",2009
"6305","LUIZ COUTO","PB","PT",190.4,"Locomotion, meal and lodging","IBIS VITÓRIA SERRA  HOTELARIA ACCOR BRASIL S/A.",2009
"6306","LUIZ FERNANDO FARIA","MG","PP",3199.8,"Locomotion, meal and lodging","KARPER RENT A CAR",2009
"6307","LUIZ PAULO VELLOZO LUCAS","ES","PSDB",17.9,"Locomotion, meal and lodging","PANDUICHE COMERCIO DE ALIMENTOS LTDA-ME",2009
"6308","LUIZ SÉRGIO","RJ","PT",2600,"Locomotion, meal and lodging","RJ AGENCIA DE VIAGENS E TURISMO LTDA",2009
"6309","LUIZA ERUNDINA","SP","PSOL",213.78,"Locomotion, meal and lodging","CENTRO DE GESTÃO DE MEIOS DE PAGAMENTO S/A",2009
"6310","LUPÉRCIO RAMOS","AM","PMDB",3180,"Locomotion, meal and lodging","MÁXIMA SERVIÇOS E TRANSPORTE LTDA-EPP",2009
"6311","MAIA FILHO","PI","PP",7700,"Locomotion, meal and lodging","TOP LINE TAXI AÉREO LTDA",2009
"6312","MAJOR FÁBIO","PB","PROS",64,"Locomotion, meal and lodging","POUSADA RIO GURUGY",2009
"6313","MANOEL SALVIANO","CE","PSD",2964.96,"Locomotion, meal and lodging","HOTEL VERDE VALE LTDA.",2009
"6314","MANUELA D'ÁVILA","RS","PCdoB",6,"Locomotion, meal and lodging","CONCESSIONARIA RODOVIARIA DO PLANALTO S/A",2009
"6315","MARCELO CASTRO","PI","PMDB",7000,"Locomotion, meal and lodging","TOP LINE TAXI AÉREO LTDA",2009
"6316","MARCELO GUIMARÃES FILHO","BA","PMDB",150,"Locomotion, meal and lodging","HOTEL SUN VALLEY",2009
"6317","MARCELO ITAGIBA","RJ","PSDB",189.8,"Locomotion, meal and lodging","ECONOTEL",2009
"6318","MARCELO MELO","GO","PMDB",282.45,"Locomotion, meal and lodging","ABITARE ASSESSORIA E ADMINISTRAÇÃO HOTELEIRA LTDA",2009
"6319","MARCELO ORTIZ","SP","PV",8.5,"Locomotion, meal and lodging","CONCESS DA RODOVIA PRES DUTRA SA",2009
"6320","MARCELO SERAFIM","AM","PSB",12000,"Locomotion, meal and lodging","CLEITON TAXI AÉREO LTDA",2009
"6321","MARCELO TEIXEIRA","CE","PR",4500,"Locomotion, meal and lodging","TRAPÉZIO LOCADORA DE VEÍCULOS & SERVIÇOS LTDA",2009
"6322","MÁRCIO FRANÇA","SP","PSB",34.6,"Locomotion, meal and lodging","GR S/A",2009
"6323","MÁRCIO MARINHO","BA","PRB",7,"Locomotion, meal and lodging","LE MANS ESTACIONAMENTO LTDA",2009
"6324","MARCIO REINALDO MOREIRA","MG","PP",24.91,"Locomotion, meal and lodging","NIAD RESTAURANTES LTDA",2009
"6325","MARCO MAIA","RS","PT",6,"Locomotion, meal and lodging","RODO SUL",2009
"6326","MARCONDES GADELHA","PB","PSC",102,"Locomotion, meal and lodging","HOTEL RIO VERDE",2009
"6327","MARCOS LIMA","MG","PMDB",65,"Locomotion, meal and lodging","FREITAS E MORAES RESTAURANTE LTDA",2009
"6328","MARCOS MEDRADO","BA","PODE",4000,"Locomotion, meal and lodging","CONSULTORIA, PLANEJ. E CAP. TÉCINA LTDA.",2009
"6329","MARCOS MONTES","MG","PSD",15,"Locomotion, meal and lodging","SINTAXI",2009
"6330","MARIA DO ROSÁRIO","RS","PT",40,"Locomotion, meal and lodging","COOBRAS RADIO TAXI",2009
"6331","MARIA HELENA","RR","PSB",79,"Locomotion, meal and lodging","ML ALIMENTAÇÃO E DIVERSÕES S/A",2009
"6332","MARIA LÚCIA CARDOSO","MG","PMDB",1904.28,"Locomotion, meal and lodging","LOCALIZA RENT A CAR S/A",2009
"6333","MARINA MAGGESSI","RJ","PPS",200,"Locomotion, meal and lodging","TÁXI LEBLON",2009
"6334","MARINHA RAUPP","RO","PMDB",315,"Locomotion, meal and lodging","AQUARIUS HOTEL",2009
"6335","MÁRIO HERINGER","MG","PDT",13.35,"Locomotion, meal and lodging","RODO LANCHES DE TRES RIOS LTDA-ME",2009
"6336","MÁRIO NEGROMONTE","BA","PP",939.99,"Locomotion, meal and lodging","PAULISTA PRAIA HOTEL S/A",2009
"6337","MAURÍCIO QUINTELLA LESSA","AL","PR",10495,"Locomotion, meal and lodging","STYLE RENT A CAR",2009
"6338","MAURÍCIO RANDS","PE","PT",90.5,"Locomotion, meal and lodging","BAR E RESTAURANTE DO TONHÃO",2009
"6339","MAURÍCIO TRINDADE","BA","PROS",9500,"Locomotion, meal and lodging","W.N LOCAÇÃO DE VEICULOS LTDA",2009
"6340","MAURO BENEVIDES","CE","PMDB",4000,"Locomotion, meal and lodging","EXECUTIVE SERVICE TRANSPORTE E TURISMO LTDA",2009
"6341","MAURO LOPES","MG","PMDB",342.4,"Locomotion, meal and lodging","VIND'S PLAZA HOTEL",2009
"6342","MAURO NAZIF","RO","PSB",71.5,"Locomotion, meal and lodging","PICANHA NA CHAPA",2009
"6343","MENDES RIBEIRO FILHO","RS","PMDB",2900,"Locomotion, meal and lodging","BRASIL LOCADORA",2009
"6344","MENDONÇA PRADO","SE","DEM",592,"Locomotion, meal and lodging","SOL HOTÉIS TURISMO LTDA.",2009
"6345","MIGUEL MARTINI","MG","PHS",276,"Locomotion, meal and lodging","JÚNIOR RENT A CAR LTDA",2009
"6346","MILTON MONTI","SP","PR",8235.9,"Locomotion, meal and lodging","GUIA VEÍCULOS LTDA",2009
"6347","MILTON VIEIRA","SP","DEM",1.49,"Locomotion, meal and lodging","PORTAL LESTE AUTO POSTO",2009
"6348","MOACIR MICHELETTO","PR","PMDB",94,"Locomotion, meal and lodging","IBIS MARINGÁ",2009
"6349","MOISES AVELINO","TO","PMDB",59.25,"Locomotion, meal and lodging","ATLÂNTICA HOTÉIS INTERNACIONAIS",2009
"6350","MOREIRA MENDES","RO","PSD",65.23,"Locomotion, meal and lodging","RESTAURANTE ORIENTE LTDA",2009
"6351","NARCIO RODRIGUES","MG","PSDB",499.1,"Locomotion, meal and lodging","HOTELARIA ACCOR BRASIL S/A",2009
"6352","NATAN DONADON","RO","S.PART.",149,"Locomotion, meal and lodging","AÇAÍ PALACE HOTEL LTDA",2009
"6353","NEILTON MULIM","RJ","PR",30,"Locomotion, meal and lodging","CM NIT RESTAURANTE E LANCHONETE LTDA ME",2009
"6354","NELSON GOETTEN","SC","PR",78.32,"Locomotion, meal and lodging","RPS BAR E RESTAURANTE LTDA.",2009
"6355","NELSON MARQUEZELLI","SP","PTB",3.2,"Locomotion, meal and lodging","AUTO POSTO MOREL LTDA",2009
"6356","NELSON MEURER","PR","PP",7191.58,"Locomotion, meal and lodging","IGUATEMI CONSTRUTORA DE OBRAS LTDA",2009
"6357","NELSON PELLEGRINO","BA","PT",1200,"Locomotion, meal and lodging","NOSSA LOCADORA",2009
"6358","NELSON PROENÇA","RS","PPS",209.05,"Locomotion, meal and lodging","MELIA BRASIL ADM. HOTELEIRA E COM. LTDA",2009
"6359","NELSON TRAD","MS","PMDB",9250,"Locomotion, meal and lodging","TAIRA PRESTADORA DE SERVIÇOS LTDA.-ME",2009
"6360","NEUDO CAMPOS","RR","PP",5933,"Locomotion, meal and lodging","ASSIS E VIEIRA LTDA",2009
"6361","NILMAR RUIZ","TO","PEN",812.58,"Locomotion, meal and lodging","LOCALIZA RENT A CAR",2009
"6362","NILSON MOURAO","AC","PT",12.94,"Locomotion, meal and lodging","RESTAURANTE PIZZARIA BOM SABOR",2009
"6363","NILSON PINTO","PA","PSDB",3500,"Locomotion, meal and lodging","STILUS TÁXI AEREO",2009
"6364","ODAIR CUNHA","MG","PT",30,"Locomotion, meal and lodging","POUSADA DO NETTO",2009
"6365","ODÍLIO BALBINOTTI","PR","PMDB",1650,"Locomotion, meal and lodging","MAR E MAR VEICULOS LTDA.",2009
"6366","ONYX LORENZONI","RS","DEM",128,"Locomotion, meal and lodging","B.F. BIANCINI HOTEL LTDA",2009
"6367","OSMAR JÚNIOR","PI","PCdoB",1900,"Locomotion, meal and lodging","STATION WORK RENT A CAR",2009
"6368","OSMAR SERRAGLIO","PR","PMDB",154.45,"Locomotion, meal and lodging","SUMATRA HOTEL",2009
"6369","OSVALDO BIOLCHI","RS","PMDB",6,"Locomotion, meal and lodging","CONCESSIONARIA RODOVIARIA DO PLANALTO",2009
"6370","OSVALDO REIS","TO","PMDB",723.12,"Locomotion, meal and lodging","HOTEL RIO DO SONO",2009
"6371","OTAVIO LEITE","RJ","PSDB",20,"Locomotion, meal and lodging","SINPETAXI",2009
"6372","PAES DE LIRA","SP","PTC",4.9,"Locomotion, meal and lodging","CONC ROD INT PAULISTA S.A",2009
"6373","PAES LANDIM","PI","PTB",7350,"Locomotion, meal and lodging","RIO POTY HOTEL",2009
"6374","PASTOR MANOEL FERREIRA","RJ","PR",11.03,"Locomotion, meal and lodging","RIBEIRO REVENDEDORA DE COMBUSTIVEIS LTDA",2009
"6375","PASTOR PEDRO RIBEIRO","CE","PR",5,"Locomotion, meal and lodging","EBEL EMPRESA BAHIANA DE ESTACIONAMENTO S/C LTDA.",2009
"6376","PAULO ABI-ACKEL","MG","PSDB",432.8,"Locomotion, meal and lodging","POUSADA JEITO DE MINAS",2009
"6377","PAULO BORNHAUSEN","SC","PSB",265,"Locomotion, meal and lodging","REAL HOTELARIA LTDA",2009
"6378","PAULO HENRIQUE LUSTOSA","CE","PP",247.7,"Locomotion, meal and lodging","HOTELARIA ACCOR BRASIL S/A",2009
"6379","PAULO LIMA","SP","PMDB",33.77,"Locomotion, meal and lodging","DONNA OLIVA",2009
"6380","PAULO MAGALHÃES","BA","PSD",221.82,"Locomotion, meal and lodging","CONDOMÍNIO CENTRO EMPRESARIAL IGUATEMI",2009
"6381","PAULO PIAU","MG","PMDB",11,"Locomotion, meal and lodging","RESTAURANTE HORA DO RANGO",2009
"6382","PAULO PIMENTA","RS","PT",165.9,"Locomotion, meal and lodging","HOTÉIS PAMPEANO LTDA",2009
"6383","PAULO RATTES","RJ","PMDB",65.4,"Locomotion, meal and lodging","LANCHES GALERIA CRUZEIRO LTDA",2009
"6384","PAULO RENATO SOUZA","SP","PSDB",30,"Locomotion, meal and lodging","RÁDIO-TÁXI VERMELHO",2009
"6385","PAULO ROBERTO PEREIRA","RS","PTB",51,"Locomotion, meal and lodging","RADIO TAXI",2009
"6386","PAULO ROCHA","PA","PT",2000,"Locomotion, meal and lodging","BRASIL RENT A CAR LTDA",2009
"6387","PAULO RUBEM SANTIAGO","PE","PDT",99,"Locomotion, meal and lodging","ISAIAS RODRIGUES MORORO",2009
"6388","PAULO TEIXEIRA","SP","PT",8.6,"Locomotion, meal and lodging","DERSA",2009
"6389","PEDRO CHAVES","GO","PMDB",90,"Locomotion, meal and lodging","HOTEL SERRADOR LTDA",2009
"6390","PEDRO EUGÊNIO","PE","PT",130.5,"Locomotion, meal and lodging","REIS PALACE HOTEL LTDA",2009
"6391","PEDRO FERNANDES","MA","PTB",5700,"Locomotion, meal and lodging","CTE",2009
"6392","PEDRO HENRY","MT","PP",499.78,"Locomotion, meal and lodging","HOTEL DEVILLE GUARULHOS LTDA",2009
"6393","PEDRO NOVAIS","MA","PMDB",79.8,"Locomotion, meal and lodging","CHEIRO VERDE",2009
"6394","PEDRO WILSON","GO","PT",764,"Locomotion, meal and lodging","HOTELARIA ACCOR BRASIL",2009
"6395","PEPE VARGAS","RS","PT",4.8,"Locomotion, meal and lodging","DAER",2009
"6396","PERPÉTUA ALMEIDA","AC","PCdoB",34.26,"Locomotion, meal and lodging","CAFÉ DO THEATRO",2009
"6397","PINTO ITAMARATY","MA","PSDB",504,"Locomotion, meal and lodging","HOTEL - HOTÉIS ORTEGA TURISMO LTDA.",2009
"6398","POMPEO DE MATTOS","RS","PDT",20.1,"Locomotion, meal and lodging","M.N JOBIM CONFEITARIA  -ME",2009
"6399","PROFESSOR RUY PAULETTI","RS","PSDB",3.5,"Locomotion, meal and lodging","LE MANS ESTACIONAMENTOS LTDA",2009
"6400","PROFESSOR SETIMO","MA","PMDB",450,"Locomotion, meal and lodging","PRAIATUR PRAIA MAR EMPREENDIMENTOS TURÍSTICOS LTDA",2009
"6401","PROFESSORA RAQUEL TEIXEIRA","GO","PSDB",1100,"Locomotion, meal and lodging","AUTORIO ADMINISTRADORA E CONSTRUTORA LTDA",2009
"6402","RAFAEL GUERRA","MG","PSDB",82.39,"Locomotion, meal and lodging","IBV CAFETERIA LTDA",2009
"6403","RAIMUNDO GOMES DE MATOS","CE","PSDB",6600,"Locomotion, meal and lodging","ECLIPSE RENTA A CAR",2009
"6404","RAUL HENRY","PE","PMDB",31.53,"Locomotion, meal and lodging","CHURRASCARIA PAMPA",2009
"6405","RAUL JUNGMANN","PE","PPS",55.55,"Locomotion, meal and lodging","LA FOCACCIA LTDA",2009
"6406","REBECCA GARCIA","AM","PP",6000,"Locomotion, meal and lodging","AUTO POSTO OZIVAL TLDA.",2009
"6407","REGINALDO LOPES","MG","PT",90,"Locomotion, meal and lodging","HOTELARIA PIRES LTDA.",2009
"6408","RÉGIS DE OLIVEIRA","SP","PSC",567,"Locomotion, meal and lodging","HOTEL PORTAL D'OESTE",2009
"6409","RENATO AMARY","SP","PSDB",40,"Locomotion, meal and lodging","LANCHES ACROPOLE LTDA",2009
"6410","RENATO MOLLING","RS","PP",35,"Locomotion, meal and lodging","M.N.JOBIM CONFEITARIA-ME",2009
"6411","RICARDO BERZOINI","SP","PT",2400,"Locomotion, meal and lodging","STILLO",2009
"6412","RICARDO QUIRINO","DF","PRB",246.75,"Locomotion, meal and lodging","BLUE TREE HOTELS E RESORTS DO BRASIL SA",2009
"6413","RICARDO TRIPOLI","SP","PSDB",4.9,"Locomotion, meal and lodging","CONC ROD INT PAULISTA SA",2009
"6414","RITA CAMATA","ES","PSDB",42.79,"Locomotion, meal and lodging","DUARTE COMERCIO DE ALIMENTOS LTDA ME",2009
"6415","ROBERTO ALVES","SP","PRB",4500,"Locomotion, meal and lodging","NEO SOLUÇÕES EM LOGÍSTICA E TURISMO LTDA-ME",2009
"6416","ROBERTO BRITTO","BA","PP",1700,"Locomotion, meal and lodging","PIROPO AUTOMÓVEIS LTDA",2009
"6417","ROBERTO MAGALHÃES","PE","DEM",669.6,"Locomotion, meal and lodging","GRAND HOTEL CADORO",2009
"6418","ROBERTO ROCHA","MA","PSDB",13200.5,"Locomotion, meal and lodging","DISCOVERY TRANSPORTE E LOGÍSTICA LTDA",2009
"6419","ROCHA LOURES","PR","PMDB",373.6,"Locomotion, meal and lodging","ST PAUL PLAZA HOTÉIS",2009
"6420","RODRIGO DE CASTRO","MG","PSDB",14.1,"Locomotion, meal and lodging","SINPETAXI",2009
"6421","RODRIGO MAIA","RJ","DEM",1000,"Locomotion, meal and lodging","RODOVIARIO LIDER LTDA",2009
"6422","RODRIGO ROLLEMBERG","DF","PSB",54.45,"Locomotion, meal and lodging","SANTA PIZZA",2009
"6423","ROGERIO LISBOA","RJ","DEM",5400,"Locomotion, meal and lodging","SANTOS DE IGUAÇÚ LOCAÇÕES DE MÁQUINAS LTDA",2009
"6424","ROGÉRIO MARINHO","RN","PSDB",27,"Locomotion, meal and lodging","RÁDIO TÁXI",2009
"6425","RÔMULO GOUVEIA","PB","PSD",2870,"Locomotion, meal and lodging","AUTOSTAR FINAUTO VEÍCULOS LTDA.",2009
"6426","RONALDO CAIADO","GO","DEM",2200,"Locomotion, meal and lodging","GOVESA",2009
"6427","ROSE DE FREITAS","ES","PMDB",168.08,"Locomotion, meal and lodging","HOTÉIS DE TURISMO DAS NAÇÕES LTDA.",2009
"6428","SABINO CASTELO BRANCO","AM","PTB",20000,"Locomotion, meal and lodging","CTA - CLEITON TÁXI AÉREO LTDA.",2009
"6429","SANDES JÚNIOR","GO","PP",3850,"Locomotion, meal and lodging","A&E LOCADORA LTDA",2009
"6430","SANDRA ROSADO","RN","PSB",14,"Locomotion, meal and lodging","FILIPINA DELI COMERCIO DE ALIMENTOS LTDA",2009
"6431","SANDRO MABEL","GO","PMDB",240,"Locomotion, meal and lodging","FLAMBOYANT EMPREENDIMENTOS HORELEIROS",2009
"6432","SARAIVA FELIPE","MG","PMDB",5550,"Locomotion, meal and lodging","JAT TAXI AÉREO",2009
"6433","SARNEY FILHO","MA","PV",2100,"Locomotion, meal and lodging","LOCABEM RENT A CAR",2009
"6434","SEBASTIÃO BALA ROCHA","AP","SD",20,"Locomotion, meal and lodging","CONVER COMBUSTÍVEIS AUTOMOTIVOS LTDA",2009
"6435","SÉRGIO BARRADAS CARNEIRO","BA","PT",3000,"Locomotion, meal and lodging","BOMTOUR SERVIÇO LTDA",2009
"6436","SÉRGIO BRITO","BA","PSD",83.2,"Locomotion, meal and lodging","CHURRASCARIA RECANTO GAÚCHO LTDA ME",2009
"6437","SÉRGIO MORAES","RS","PTB",3360,"Locomotion, meal and lodging","SIGA AUTOLOCADORA",2009
"6438","SÉRGIO PETECÃO","AC","PMN",61.69,"Locomotion, meal and lodging","CASTRO'S PARK HOTEL",2009
"6439","SEVERIANO ALVES","BA","PMDB",204.5,"Locomotion, meal and lodging","SHALAKO HOTEL LTDA",2009
"6440","SILAS BRASILEIRO","MG","PMDB",52.03,"Locomotion, meal and lodging","AFC ALIMENTOS LTDA",2009
"6441","SILAS CÂMARA","AM","PRB",12650.6,"Locomotion, meal and lodging","AMAZONAVES TÁXI AÉRO LTDA",2009
"6442","SILVIO COSTA","PE","AVANTE",6700,"Locomotion, meal and lodging","GLOBO LOCADORA DE VEÍCULOS LTDA.",2009
"6443","SILVIO LOPES","RJ","PSDB",2.5,"Locomotion, meal and lodging","AUTOPISTA FLUMINENSE S.A.",2009
"6444","SILVIO TORRES","SP","PSDB",609.14,"Locomotion, meal and lodging","SEM PARAR",2009
"6445","SIMÃO SESSIM","RJ","PP",4000,"Locomotion, meal and lodging","EIFFEL COMERCIO AUTOMOTTIVO",2009
"6446","SOLANGE ALMEIDA","RJ","PMDB",2.5,"Locomotion, meal and lodging","AUTOPISTA FLUMINENSE S.A.",2009
"6447","SOLANGE AMARAL","RJ","DEM",10,"Locomotion, meal and lodging","J L LEBLON",2009
"6448","SUELY","RJ","PR",4440,"Locomotion, meal and lodging","RODE LIVRE ALUGUEL DE CARROS E MÁQ. AGRÍCOLAS LTDA",2009
"6449","TADEU FILIPPELLI","DF","PMDB",2500,"Locomotion, meal and lodging","BRASAL VEÍCULOS",2009
"6450","TAKAYAMA","PR","PSC",20.8,"Locomotion, meal and lodging","CONCESSIONÁRIA DE RODOVIAS INTEGRADAS S.A.",2009
"6451","TONHA MAGALHÃES","BA","PR",196.02,"Locomotion, meal and lodging","SAL E BRASA COM. DE ALIMENTOS E BEBIDAS LTDA EPP",2009
"6452","URZENI ROCHA","RR","PSD",882.13,"Locomotion, meal and lodging","HOTÉIS OTHON S/A",2009
"6453","VADÃO GOMES","SP","PP",26.31,"Locomotion, meal and lodging","HIBISCO COMERCIO DE ALIMENTOS LTDA",2009
"6454","VALADARES FILHO","SE","PSB",4200,"Locomotion, meal and lodging","J&L LOCADORA DE VEÍCULOS LTDA",2009
"6455","VALDIR COLATTO","SC","PMDB",35,"Locomotion, meal and lodging","LANCHONETE LIGEIRINHO LTDA",2009
"6456","VALTENIR PEREIRA","MT","PSB",70,"Locomotion, meal and lodging","CHURRASCARIA NOVILHO DE OURO LTDA",2009
"6457","VANDER LOUBET","MS","PT",339.8,"Locomotion, meal and lodging","VILA ROMANA PARK HOTEL",2009
"6458","VANDERLEI MACRIS","SP","PSDB",5.2,"Locomotion, meal and lodging","CONC. SISTEMA ANHANGUERA-BANDEIRANTES S.A.",2009
"6459","VANESSA GRAZZIOTIN","AM","PCdoB",35,"Locomotion, meal and lodging","SINPETAXI",2009
"6460","VELOSO","BA","PMDB",90.4,"Locomotion, meal and lodging","CHURRASCARIA RECANTO GAÚCHO LTDA-ME",2009
"6461","VIC PIRES FRANCO","PA","DEM",35.3,"Locomotion, meal and lodging","FRATELLO",2009
"6462","VICENTE ARRUDA","CE","PDT",4500,"Locomotion, meal and lodging","ARC SERVIÇOS LTDA",2009
